package,version,date,license,license_type
readability-lxml,0.2.1,2011-07-01 19:24:36.817000+00:00,Apache-2.0,Permissive
pydantic-factories,0.1.0a0,2021-11-17 20:08:30.756000+00:00,MIT,Permissive
azure-iot-hub,2.0.0rc1,2019-10-16 00:23:11.813000+00:00,MIT,Permissive
django-recaptcha,0.0.2,2011-08-10 13:57:14.644000+00:00,BSD-3-Clause,Permissive
timeago,1.0.3,2016-05-27 15:44:50.554000+00:00,MIT,Permissive
xopen,0.1.1,2016-12-02 16:54:26.302000+00:00,MIT,Permissive
ropwr,0.1.0,2020-12-01 20:26:13.154000+00:00,Apache-2.0,Permissive
junos-eznc,0.0.3,2013-12-30 16:06:51.176000+00:00,Apache-2.0,Permissive
awkward,0.0.3,2018-06-22 20:35:38.618000+00:00,BSD-3-Clause,Permissive
django-money,0.3,2012-09-30 13:57:41.136000+00:00,BSD-3-Clause,Permissive
simple-websocket,0.0.1,2021-04-17 14:17:43.344000+00:00,MIT,Permissive
azure-iot-device,2.0.0rc1,2019-04-16 21:33:34.297000+00:00,MIT,Permissive
globre,0.0.4,2013-10-30 23:14:13.977000+00:00,MIT,Permissive
globre,0.1.2,2013-11-20 17:24:27.629000+00:00,GPL-3.0-or-later,Strong Copyleft
rdkit-pypi,2020.9.5,2021-03-28 03:03:48.897000+00:00,BSD-3-Clause,Permissive
capstone,2.0,2014-01-21 04:16:43.428000+00:00,BSD-3-Clause,Permissive
fasm,0.0.2.post61,2021-02-19 01:10:04.059000+00:00,ISC,Permissive
fasm,0.0.2.post88,2022-01-24 19:05:45.104000+00:00,Apache-2.0,Permissive
clr-loader,0.1.0,2020-11-20 05:45:58.605000+00:00,MIT,Permissive
pytkdocs,0.1.0,2020-03-20 19:16:52.748000+00:00,ISC,Permissive
scann,1.1.0,2020-10-05 20:59:56.834000+00:00,Apache-2.0,Permissive
awscli-local,0.2,2017-07-08 08:45:35.650000+00:00,Apache-2.0,Permissive
beartype,0.1.0,2020-05-21 07:03:42.480000+00:00,MIT,Permissive
pylatexenc,0.9,2015-05-05 22:07:45.072000+00:00,MIT,Permissive
flask-debugtoolbar,0.03,2011-02-03 14:21:43.797000+00:00,BSD-3-Clause,Permissive
schematics,0.6,2013-05-09 19:57:07.097000+00:00,BSD-3-Clause,Permissive
django-cacheops,0.8.1,2011-09-25 18:12:57.263000+00:00,BSD-3-Clause,Permissive
torch-lr-finder,0.0.1,2019-09-14 20:49:02.021000+00:00,MIT,Permissive
ct3,3.3.0b0,2022-10-03 14:52:13.652000+00:00,MIT,Permissive
django-dirtyfields,0.1,2011-01-21 18:50:29.457000+00:00,BSD-3-Clause,Permissive
types-backports,0.1.3,2021-06-17 14:59:29.902000+00:00,Apache-2.0,Permissive
py-vapid,0.4,2016-05-17 18:38:14.336000+00:00,MPL-2.0,Weak Copyleft
django-mathfilters,0.1.0,2012-10-09 14:58:05.125000+00:00,MIT,Permissive
setoptconf-tmp,0.3.0,2021-09-08 08:05:00.918000+00:00,MIT,Permissive
ldaptor,14.0,2014-11-04 08:05:08.444000+00:00,MIT,Permissive
pytest-docker,0.1.0,2017-03-07 05:07:10.223000+00:00,MIT,Permissive
getmac,0.6.0,2018-10-07 04:49:41.062000+00:00,MIT,Permissive
formencode,0.2.1,2005-08-19 03:21:43+00:00,PSF-2.0,Unknown
formencode,2.0.0a1,2016-08-09 03:03:40.195000+00:00,MIT,Permissive
jupyter-sphinx,0.0.1,2016-12-06 00:29:55.218000+00:00,BSD-3-Clause,Permissive
google-search-results,1.0.1,2018-02-23 22:18:53.326000+00:00,MIT,Permissive
dvc-objects,0.0.1,2022-05-20 07:46:06.231000+00:00,Apache-2.0,Permissive
sgp4,1.0,2012-08-26 19:14:19.971000+00:00,MIT,Permissive
colorhash,1.0.0,2016-07-07 21:49:35.590000+00:00,MIT,Permissive
openmim,0.2.0,2022-06-27 11:09:36.756000+00:00,Apache-2.0,Permissive
coverage-badge,0.1.1,2015-10-13 08:39:15.449000+00:00,MIT,Permissive
urlextract,0.3.1,2017-03-15 22:47:07.140000+00:00,MIT,Permissive
panns-inference,0.0.1,2020-03-08 06:56:19.443000+00:00,MIT,Permissive
sphinx-notfound-page,0.1,2019-02-04 12:51:04.573000+00:00,MIT,Permissive
flex,1.1.0,2014-10-17 04:00:28.936000+00:00,BSD-3-Clause,Permissive
sphinx-click,0.0.1.dev2,2017-04-05 23:09:42.406000+00:00,MIT,Permissive
python-hosts,0.2.3,2015-06-05 20:17:10.587000+00:00,MIT,Permissive
pythainlp,0.0.4,2016-07-10 07:47:25.200000+00:00,Apache-2.0,Permissive
jpholiday,0.0.1,2017-10-01 11:05:09.073000+00:00,MIT,Permissive
fissix,18.6a1,2018-06-09 20:20:50.273000+00:00,PSF-2.0,Unknown
pyqt6,6.0.0,2021-01-04 18:33:54.296000+00:00,GPL-3.0-only,Strong Copyleft
certbot-nginx,0.6.0,2016-05-12 20:37:46.790000+00:00,Apache-2.0,Permissive
pyobjc-framework-quartz,2.5.1,2013-01-22 19:20:52.951000+00:00,MIT,Permissive
sphinx-gallery,0.0.7,2015-04-10 09:14:47.957000+00:00,BSD-3-Clause,Permissive
hmmlearn,0.1.1,2015-02-09 10:16:21.213000+00:00,BSD-3-Clause,Permissive
uri,1.0,2008-01-29 17:17:50+00:00,BSD-3-Clause,Permissive
uri,2.0.0,2017-06-12 05:04:23.776000+00:00,MIT,Permissive
cymruwhois,1.0,2009-03-22 21:31:38.645000+00:00,MIT,Permissive
pylint-quotes,0.1.3,2017-06-14 18:59:17.347000+00:00,MIT,Permissive
gnureadline,6.3.8,2017-10-20 09:27:31.194000+00:00,GPL-3.0-only,Strong Copyleft
objectpath,0.2,2014-02-17 00:47:29.645000+00:00,AGPL-3.0-only,Strong Copyleft
objectpath,0.6,2018-11-26 20:54:09.061000+00:00,MIT,Permissive
stable-baselines3,0.6.0a1,2020-05-07 10:26:35.654000+00:00,MIT,Permissive
mm,0.2.1,2014-08-28 21:06:59.512000+00:00,GPL-2.0-only,Strong Copyleft
ipython-sql,0.1.2,2013-03-29 17:57:00.548000+00:00,MIT,Permissive
bcdoc,0.1,2013-04-18 14:21:04.603000+00:00,Apache-2.0,Permissive
ansible-runner,1.0.2,2018-05-29 20:12:59.704000+00:00,Apache-2.0,Permissive
python-baseconv,1.1.2,2013-08-23 21:08:46.386000+00:00,PSF-2.0,Unknown
pycobertura,0.0.1,2014-11-24 07:21:31.861000+00:00,MIT,Permissive
evdev,0.1.0,2012-05-17 16:47:14.186000+00:00,BSD-3-Clause,Permissive
awscrt,0.2.10,2019-04-16 05:47:19.543000+00:00,Apache-2.0,Permissive
u-msgpack-python,1.4,2013-11-21 11:43:56.551000+00:00,MIT,Permissive
zipcodes,1.0.3,2017-09-01 02:06:55.734000+00:00,MIT,Permissive
eeweather,0.0.2,2018-01-30 20:24:32.180000+00:00,Apache-2.0,Permissive
gower,0.0.2,2019-12-11 17:56:58.824000+00:00,MIT,Permissive
ruyaml,0.0.0,2020-07-16 20:28:04.340000+00:00,MIT,Permissive
speedtest-cli,0.2.1,2013-09-25 00:47:30.067000+00:00,Apache-2.0,Permissive
sqlalchemy-cockroachdb,0.4.0,2020-04-11 02:59:11.790000+00:00,Apache-2.0,Permissive
mailjet-rest,v1.0.3,2015-10-13 14:59:28.326000+00:00,GPL-3.0-only,Strong Copyleft
mailjet-rest,1.3.3,2019-03-20 15:12:43.450000+00:00,MIT,Permissive
autologging,0.1,2013-03-29 17:58:39.668000+00:00,MIT,Permissive
dbt,0.8.1,2017-05-10 19:49:00.497000+00:00,Apache-2.0,Permissive
keras2onnx,1.3.0,2019-02-08 01:33:15.276000+00:00,MIT,Permissive
sphinx-autoapi,0.2.0,2015-09-05 20:56:05.988000+00:00,BSD-3-Clause,Permissive
sphinx-autoapi,1.8.0,2021-04-13 04:16:20.971000+00:00,MIT,Permissive
pypinyin,0.1.0,2013-09-21 11:31:28.966000+00:00,MIT,Permissive
clickhouse-toolset,0.10.dev0,2021-05-21 14:06:51.018000+00:00,BSD-3-Clause,Permissive
parver,0.1.0,2018-05-19 23:08:43.674000+00:00,MIT,Permissive
wsgi-request-logger,0.4,2013-06-18 00:22:55.491000+00:00,BSD-3-Clause,Permissive
stix2-patterns,0.2.0,2017-03-01 17:11:03.387000+00:00,BSD-3-Clause,Permissive
pytest-embedded-jtag,0.2.0,2021-06-29 10:44:00.948000+00:00,MIT,Permissive
twofish,0.3.0,2013-11-15 20:37:59.634000+00:00,BSD-3-Clause,Permissive
pyexcel-xlsx,0.0.1,2014-12-07 16:50:58.389000+00:00,GPL-3.0-only,Strong Copyleft
pyexcel-xlsx,0.0.5,2015-02-21 23:04:27.019000+00:00,BSD-3-Clause,Permissive
shiboken2,5.12.0,2018-12-17 13:04:35.578000+00:00,LGPL-3.0-only,Weak Copyleft
githubgql,0.0.3,2021-01-14 22:20:28.855000+00:00,Apache-2.0,Permissive
wikipedia-api,0.1.3,2017-12-11 14:41:40.666000+00:00,MIT,Permissive
telepath,0.1,2021-02-10 23:34:43.240000+00:00,BSD-3-Clause,Permissive
sahi,0.1.0,2021-01-30 13:42:24.531000+00:00,MIT,Permissive
m3u8,0.2.9,2016-07-04 01:03:56.910000+00:00,MIT,Permissive
pymeta3,0.5.1,2015-02-22 16:30:06.858000+00:00,MIT,Permissive
fuzzy,1.0,2011-03-23 21:01:53.973000+00:00,MIT,Permissive
esprima,4.0.0.dev0,2017-07-15 15:28:42.376000+00:00,BSD-3-Clause,Permissive
django-jsonfield,0.6,2010-10-01 04:27:57.706000+00:00,BSD-3-Clause,Permissive
pulsar-client,1.18.dev1,2017-06-20 01:25:41.672000+00:00,Apache-2.0,Permissive
temporalio,0.1a1,2022-03-18 12:20:05.897000+00:00,MIT,Permissive
crc16,0.1.0,2011-01-16 22:03:19.229000+00:00,LGPL-3.0-only,Weak Copyleft
rasa,0.0.1,2015-04-28 18:50:43.662000+00:00,Apache-2.0,Permissive
pyaudio,0.2.8,2015-09-20 11:25:48.387000+00:00,MIT,Permissive
django-autoslug,1.0.1,2009-05-15 03:14:56.145000+00:00,LGPL-3.0-only,Weak Copyleft
datetime-truncate,1.1.1,2020-08-06 20:18:00.783000+00:00,BSD-3-Clause,Permissive
model-index,0.1.2,2021-02-23 20:03:25.702000+00:00,MIT,Permissive
mleap,0.7.0,2017-04-27 22:36:08.719000+00:00,Apache-2.0,Permissive
result,0.1.0,2015-12-14 14:07:21.576000+00:00,MIT,Permissive
onetimepass,0.1.2,2013-04-11 21:33:56.425000+00:00,MIT,Permissive
opentelemetry-sdk-extension-aws,0.16b0,2020-11-26 05:05:15.300000+00:00,Apache-2.0,Permissive
arthurai,3.6.0,2021-04-13 19:57:21.357000+00:00,MIT,Permissive
torch-fidelity,0.2.0,2020-05-05 12:12:51.627000+00:00,Apache-2.0,Permissive
crhelper,2.0.0,2019-03-07 18:22:34.584000+00:00,Apache-2.0,Permissive
posix-ipc,1.0.5,2020-10-11 01:01:44.874000+00:00,BSD-3-Clause,Permissive
voxel51-eta,0.1.0,2021-01-07 01:16:29.923000+00:00,BSD-3-Clause,Permissive
voxel51-eta,0.1.3,2021-01-20 15:36:36.157000+00:00,Apache-2.0,Permissive
keplergl,0.3.1,2021-09-13 16:43:20.803000+00:00,BSD-3-Clause,Permissive
quickchart-io,2.0.0,2022-09-24 22:40:32.940000+00:00,MIT,Permissive
flupy,0.1.7,2018-09-02 18:54:33.806000+00:00,MIT,Permissive
json-logging-py,0.1,2015-09-22 23:06:33.244000+00:00,MIT,Permissive
djangorestframework-xml,0.1.0,2014-11-27 17:31:19.985000+00:00,BSD-3-Clause,Permissive
h3-pyspark,0.0.1,2021-11-25 00:42:10.903000+00:00,MIT,Permissive
pyvisa,1.3,2008-05-01 18:20:57+00:00,MIT,Permissive
fiftyone-db,0.1.3,2020-12-21 15:42:45.523000+00:00,Apache-2.0,Permissive
opentelemetry-instrumentation-boto,0.12b0,2020-08-14 23:37:32.067000+00:00,Apache-2.0,Permissive
pycln,0.0.0,2020-09-19 16:28:34.449000+00:00,MIT,Permissive
localstack,0.1.6,2016-11-10 00:12:07.575000+00:00,Apache-2.0,Permissive
urwid-readline,0.1,2017-03-11 10:50:13.222000+00:00,MIT,Permissive
expecttest,0.1.0,2021-06-23 20:21:41.350000+00:00,MIT,Permissive
econml,0.1,2019-03-06 22:20:51.033000+00:00,MIT,Permissive
universal-analytics-python3,0.1.0,2019-11-22 09:31:09.614000+00:00,MIT,Permissive
cognite-sdk,0.12.4,2019-01-09 13:50:42.087000+00:00,Apache-2.0,Permissive
fnvhash,0.1.0,2015-11-28 12:21:00.722000+00:00,MIT,Permissive
sphinx-panels,0.2.0,2020-05-04 18:28:28.090000+00:00,MIT,Permissive
aiohttp-session,0.0.1,2015-04-01 09:47:20.657000+00:00,Apache-2.0,Permissive
pyro4,4.10,2011-10-12 09:18:13.178000+00:00,MIT,Permissive
censys,0.0.4,2015-11-26 19:40:12.882000+00:00,Apache-2.0,Permissive
tailer,0.2,2008-01-29 07:42:05+00:00,GPL-3.0-only,Strong Copyleft
tailer,0.3,2012-02-27 21:33:16.385000+00:00,MIT,Permissive
qiskit-terra,0.7.0,2018-12-19 13:56:21.966000+00:00,Apache-2.0,Permissive
opentelemetry-instrumentation-kafka-python,0.28b0,2022-01-26 18:35:31.282000+00:00,Apache-2.0,Permissive
bindep,0.0.1,2015-05-07 20:19:23.154000+00:00,Apache-2.0,Permissive
fiftyone,0.5.2,2020-12-21 18:31:29.561000+00:00,Apache-2.0,Permissive
os-sys,0.0.1,2019-01-10 11:39:27.064000+00:00,MIT,Permissive
snakeviz,0.1,2012-09-21 23:06:58.077000+00:00,BSD-3-Clause,Permissive
cloudant,0.1.0,2013-06-21 02:35:09.932000+00:00,MIT,Permissive
cloudant,2.0.0a1,2015-10-13 18:26:42.141000+00:00,Apache-2.0,Permissive
googledrivedownloader,0.1,2017-12-08 14:31:28.909000+00:00,MIT,Permissive
doc-warden,0.1.0,2019-02-15 18:42:24.575000+00:00,MIT,Permissive
ibm-platform-services,0.3.0,2020-04-24 15:35:32.923000+00:00,Apache-2.0,Permissive
pastescript,0.3,2005-10-03 04:57:29+00:00,MIT,Permissive
pybars3,0.9.7,2019-11-05 09:45:24.070000+00:00,LGPL-3.0-only,Weak Copyleft
pyobjc,2.2b2,2009-05-26 11:54:13.437000+00:00,MIT,Permissive
cos-python-sdk-v5,1.2.0,2017-12-07 02:39:35.872000+00:00,MIT,Permissive
pygal,0.9,2012-02-15 15:11:39.700000+00:00,LGPL-3.0-only,Weak Copyleft
pygal,1.0.0,2013-06-06 13:33:18.511000+00:00,LGPL-3.0-or-later,Weak Copyleft
rabbitpy,0.5.0,2013-09-23 22:35:12.971000+00:00,BSD-3-Clause,Permissive
emcee,1.0.0,2012-02-12 03:16:07.689000+00:00,GPL-3.0-only,Strong Copyleft
emcee,1.1.0,2012-07-28 22:04:45.953000+00:00,GPL-2.0-only,Strong Copyleft
emcee,2.1.0,2014-05-22 16:35:19.104000+00:00,MIT,Permissive
mandrill,0.1.0,2012-07-12 14:50:53.893000+00:00,MIT,Permissive
mandrill,1.0.45,2013-08-09 19:31:36.027000+00:00,Apache-2.0,Permissive
pyqtgraph,0.9.4,2013-01-08 17:31:47.974000+00:00,MIT,Permissive
datetimerange,0.1.1,2016-02-20 04:58:14.721000+00:00,MIT,Permissive
pytest-recording,0.3.0,2019-07-20 21:41:51.945000+00:00,MIT,Permissive
inotify-simple,1.0.0,2016-01-11 11:57:15.571000+00:00,BSD-3-Clause,Permissive
django-configurations,0.1,2012-07-21 16:20:46.553000+00:00,BSD-3-Clause,Permissive
docx,0.2.1,2013-10-08 13:16:37.290000+00:00,MIT,Permissive
sqlalchemy-filters,0.2.0,2017-02-17 15:21:29.218000+00:00,Apache-2.0,Permissive
sqlalchemy-json,0.2.1,2017-09-11 21:54:32.044000+00:00,BSD-3-Clause,Permissive
caio,0.2.0,2020-06-19 21:17:01.198000+00:00,Apache-2.0,Permissive
mypy-boto3-iam,0.1.6,2019-11-09 01:45:14.604000+00:00,MIT,Permissive
graphene-file-upload,1.1.0,2018-11-09 02:20:42.157000+00:00,MIT,Permissive
affinegap,1.0,2014-11-19 21:17:08.143000+00:00,MIT,Permissive
matplotlib-venn,0.2,2012-10-12 22:15:10.045000+00:00,MIT,Permissive
luhn,0.1.1,2015-06-23 06:23:02.922000+00:00,MIT,Permissive
aadict,0.2.0,2013-10-19 21:26:51.567000+00:00,MIT,Permissive
aadict,0.2.1,2013-11-20 17:51:14.977000+00:00,GPL-3.0-or-later,Strong Copyleft
pandas-flavor,0.1.0,2018-01-29 17:45:02.554000+00:00,MIT,Permissive
azure-ai-formrecognizer,1.0.0b1,2020-04-23 18:21:27.672000+00:00,MIT,Permissive
opentelemetry-instrumentation-django,0.12b0,2020-08-14 23:38:47.563000+00:00,Apache-2.0,Permissive
types-waitress,0.1.4,2021-05-30 19:16:49.164000+00:00,Apache-2.0,Permissive
google-play-scraper,0.0.1,2019-07-17 16:43:24.416000+00:00,MIT,Permissive
businesstimedelta,0.1,2016-01-26 00:41:51.084000+00:00,MIT,Permissive
strsimpy,0.1.0,2019-10-05 09:18:18.056000+00:00,MIT,Permissive
django-query-signals,0.0.2,2016-09-12 22:18:18.899000+00:00,BSD-3-Clause,Permissive
exrex,0.5.0,2012-09-16 15:11:29.535000+00:00,AGPL-3.0-or-later,Strong Copyleft
drf-jwt-2fa,0.1.0,2018-02-05 07:22:52.989000+00:00,MIT,Permissive
pykakasi,0.01,2014-04-22 01:23:04.548000+00:00,GPL-3.0-only,Strong Copyleft
dumbyaml,0.9,2015-10-30 13:23:35.860000+00:00,MIT,Permissive
flake8-pyproject,0.9.0,2022-02-25 18:01:37.950000+00:00,MIT,Permissive
pyobjc-framework-corebluetooth,3.1,2016-03-28 09:49:07.106000+00:00,MIT,Permissive
grpc-interceptor,0.1.0,2020-07-13 00:27:57.416000+00:00,MIT,Permissive
sseclient,0.0.10,2015-09-01 15:19:42.955000+00:00,MIT,Permissive
pypubsub,3.1.2,2016-10-11 05:03:28.849000+00:00,BSD-3-Clause,Permissive
nextcord,2.0.0a0,2021-08-28 13:33:34.441000+00:00,MIT,Permissive
tatsu,4.0.0,2017-05-06 21:21:21.419000+00:00,BSD-3-Clause,Permissive
asset,0.0.4,2013-10-31 15:08:20.987000+00:00,MIT,Permissive
asset,0.0.5b,2013-11-17 21:43:41.073000+00:00,GPL-3.0-or-later,Strong Copyleft
butterfree,1.0.0,2020-07-21 20:23:03.568000+00:00,Apache-2.0,Permissive
torch-model-archiver,0.1.0b20200409,2020-04-21 03:57:19.005000+00:00,Apache-2.0,Permissive
frida,1.4.1,2014-05-13 23:53:51.020000+00:00,LGPL-2.1-or-later,Weak Copyleft
fabric3,1.10.2.post1,2015-12-12 14:45:56.948000+00:00,BSD-3-Clause,Permissive
binpacking,1.0,2016-04-01 21:46:30.837000+00:00,MIT,Permissive
geolib,1.0.5,2018-09-20 12:38:46.820000+00:00,MIT,Permissive
mkdocstrings-python,0.1.0,2021-12-18 23:21:25.237000+00:00,ISC,Permissive
django-sendgrid-v5,0.6.6a0,2017-08-11 21:17:20.966000+00:00,MIT,Permissive
ipyparallel,2.0.0rc1,2021-11-11 15:31:23.156000+00:00,BSD-3-Clause,Permissive
validator-collection,1.0.0.1,2018-04-16 13:21:16.931000+00:00,MIT,Permissive
dash-cytoscape,0.0.2,2018-11-09 04:57:15.172000+00:00,MIT,Permissive
robotframework-browser,0.0.1,2020-06-18 09:34:00.324000+00:00,Apache-2.0,Permissive
treeinterpreter,0.1.0,2015-08-11 21:33:58.354000+00:00,BSD-3-Clause,Permissive
opentracing-instrumentation,0.3.6.dev0,2016-01-20 15:54:17.179000+00:00,MIT,Permissive
threadpool,1.2.5,2008-11-19 17:42:40+00:00,MIT,Permissive
clint,0.2.1,2011-03-31 19:53:31.961000+00:00,ISC,Permissive
pinotdb,0.1.0,2018-01-09 19:59:15.343000+00:00,MIT,Permissive
ezodf,0.1.0,2011-01-02 19:06:05.612000+00:00,GPL-3.0-only,Strong Copyleft
ezodf,0.2.5,2013-07-27 03:30:31.042000+00:00,MIT,Permissive
mail-parser,0.5.0,2016-11-24 00:44:39.670000+00:00,Apache-2.0,Permissive
bpemb,0.2.7,2018-11-19 21:48:03.260000+00:00,MIT,Permissive
giturlparse,0.9.1,2018-01-20 08:55:56.237000+00:00,Apache-2.0,Permissive
m2r,0.1.0,2016-05-30 16:15:19.176000+00:00,MIT,Permissive
sbvirtualdisplay,1.0.0,2021-07-17 16:59:05.346000+00:00,MIT,Permissive
tensorflowjs,0.1.0,2018-03-29 16:11:19.913000+00:00,Apache-2.0,Permissive
sphinxcontrib-spelling,0.1,2010-12-28 19:50:42.139000+00:00,BSD-3-Clause,Permissive
rr-graph,0.0.1.post14,2021-03-23 23:36:52.260000+00:00,ISC,Permissive
jsonconversion,0.2.2,2017-04-04 05:59:29.001000+00:00,BSD-3-Clause,Permissive
torchtyping,0.1.0,2021-04-07 20:55:49.901000+00:00,Apache-2.0,Permissive
flake8-breakpoint,1.0.0,2019-04-01 19:04:58.717000+00:00,MIT,Permissive
telegraph,1.0,2016-12-20 20:28:17.577000+00:00,MIT,Permissive
pip-resolved,0.1.4,2022-10-21 22:17:53.106000+00:00,MIT,Permissive
transliterate,0.1,2013-07-10 22:48:07.294000+00:00,GPL-2.0-only,Strong Copyleft
django-compat,1.0.1,2015-02-19 13:14:53.989000+00:00,MIT,Permissive
nflx-genie-client,2.0.0rc1,2014-10-22 22:18:25.994000+00:00,Apache-2.0,Permissive
rstcheck,0.3.4,2013-12-29 03:30:44.100000+00:00,MIT,Permissive
django-graphql-jwt,0.0.1,2017-11-06 21:18:49.042000+00:00,MIT,Permissive
grimp,1.0b1,2018-12-10 14:58:21.941000+00:00,BSD-3-Clause,Permissive
cmakelang,0.6.12.dev0,2020-08-18 17:16:38.433000+00:00,GPL-3.0-only,Strong Copyleft
collectfast,0.5.0,2017-01-04 22:48:11.655000+00:00,MIT,Permissive
alphashape,0.1.0,2019-04-24 17:44:52.319000+00:00,MIT,Permissive
skyfield,0.1,2014-01-21 06:02:19.656000+00:00,MIT,Permissive
pyjks,0.2,2014-05-28 23:04:08.064000+00:00,MIT,Permissive
pygeoif,0.1dev,2012-07-27 14:36:45.488000+00:00,LGPL-3.0-only,Weak Copyleft
symspellpy,6.3.1,2018-08-30 02:36:46.319000+00:00,MIT,Permissive
dbutils-typehint,0.1.0,2019-12-06 11:55:45.230000+00:00,MIT,Permissive
dlib,19.0.0,2016-08-02 23:58:25.603000+00:00,BSL-1.0,Permissive
dlib,19.5.0,2017-08-28 00:05:49.618000+00:00,Libpng,Unknown
dlib,19.10.0,2018-03-19 11:42:56.075000+00:00,Zlib,Permissive
dlib,19.12.0,2018-05-20 00:51:11.675000+00:00,Libpng,Unknown
dlib,19.17.0,2019-03-10 15:34:09.836000+00:00,BSL-1.0,Permissive
dlib,19.21.1,2020-12-04 19:23:04.233000+00:00,Libpng,Unknown
dlib,19.22.0,2021-03-28 13:30:59.510000+00:00,BSL-1.0,Permissive
leven,1.0.4,2013-11-22 16:22:01.103000+00:00,Apache-2.0,Permissive
devpi-common,2.0.0,2014-07-15 13:09:20.950000+00:00,MIT,Permissive
pytest-cases,0.1.0,2018-06-25 14:04:23.405000+00:00,BSD-3-Clause,Permissive
aiosmtpd,1.0a2,2016-11-22 23:41:35.834000+00:00,Apache-2.0,Permissive
google-cloud-notebooks,0.1.1,2020-08-06 19:06:25.655000+00:00,Apache-2.0,Permissive
ploomber-core,0.0.1,2022-07-20 23:40:34.797000+00:00,Apache-2.0,Permissive
pyvis,0.1.1,2018-05-15 00:44:08.056000+00:00,BSD-3-Clause,Permissive
django-better-admin-arrayfield,1.0.0,2019-02-21 08:52:01.382000+00:00,MIT,Permissive
huaweicloudsdkcore,3.0.2b0,2020-05-18 12:32:28.427000+00:00,Apache-2.0,Permissive
apache-airflow-providers-sendgrid,1.0.0b1,2020-11-10 12:47:40.054000+00:00,Apache-2.0,Permissive
flask-cache,0.1,2010-08-30 11:38:10.012000+00:00,BSD-3-Clause,Permissive
mypy-boto3-ecr,0.1.6,2019-11-09 01:43:29.109000+00:00,MIT,Permissive
bowler,0.0.1,2018-04-13 17:36:57.811000+00:00,MIT,Permissive
parquet-metadata,0.0.1,2018-09-15 20:24:19.541000+00:00,Apache-2.0,Permissive
robotframework-excellib,1.0.0,2018-03-20 13:12:14.593000+00:00,Apache-2.0,Permissive
patchelf,0.11.0.0,2021-12-12 10:10:28.871000+00:00,GPL-3.0-or-later,Strong Copyleft
razorpay,0.1.0,2015-12-19 10:04:19.413000+00:00,MIT,Permissive
pilkit,0.1.1,2013-02-10 18:10:51.633000+00:00,BSD-3-Clause,Permissive
courlan,0.1.0,2020-08-27 17:40:53.685000+00:00,GPL-3.0-or-later,Strong Copyleft
fastcluster,1.1.6,2012-08-23 17:00:09.480000+00:00,GPL-3.0-only,Strong Copyleft
fastcluster,1.1.8,2013-01-19 03:20:09.848000+00:00,BSD-2-Clause,Permissive
fastcluster,1.1.12,2013-12-10 19:46:39.582000+00:00,GPL-2.0-only,Strong Copyleft
qpd,0.0.1,2020-06-28 19:11:53.560000+00:00,Apache-2.0,Permissive
pykalman,0.9.3,2012-11-12 17:00:43.672000+00:00,BSD-3-Clause,Permissive
better-exceptions,0.2.1,2018-01-16 16:21:01.612000+00:00,MIT,Permissive
ipadic,0.0.0,2020-07-16 07:26:13.718000+00:00,MIT,Permissive
opencensus-ext-sqlalchemy,0.1.0,2019-03-19 21:11:32.122000+00:00,Apache-2.0,Permissive
darts,0.0.1,2020-06-15 01:43:09.632000+00:00,GPL-3.0-only,Strong Copyleft
darts,0.6.1,2021-03-25 09:52:06.518000+00:00,Apache-2.0,Permissive
retworkx,0.0.1,2019-05-11 17:08:02.855000+00:00,Apache-2.0,Permissive
python-debian,0.1.16,2010-05-24 12:01:57.271000+00:00,GPL-3.0-or-later,Strong Copyleft
python-debian,0.1.37,2020-04-11 08:03:40.662000+00:00,GPL-2.0-or-later,Strong Copyleft
awspricing,1.0.0,2017-02-10 19:57:37.978000+00:00,Apache-2.0,Permissive
canmatrix,0.1,2015-12-01 21:57:41.371000+00:00,BSD-3-Clause,Permissive
mmdet,0.6.0,2019-11-08 12:44:37.479000+00:00,Apache-2.0,Permissive
flake8-annotations-complexity,0.0.2,2019-02-28 11:59:15.975000+00:00,MIT,Permissive
gpy,0.1.3,2013-03-11 13:46:17.263000+00:00,BSD-3-Clause,Permissive
marshmallow-jsonschema,0.1.1,2016-03-16 00:05:11.622000+00:00,MIT,Permissive
rdflib-jsonld,0.3,2015-03-07 20:35:54.525000+00:00,BSD-3-Clause,Permissive
devtools,0.0.1,2017-08-21 10:11:24.419000+00:00,MIT,Permissive
yolov5,0.1,2021-02-11 05:52:13.904000+00:00,GPL-3.0-only,Strong Copyleft
mlogging,0.1,2017-07-04 03:42:24.636000+00:00,GPL-3.0-only,Strong Copyleft
redlock-py,1.0.0,2014-10-30 15:45:31.824000+00:00,MIT,Permissive
aqtinstall,0.2.0,2019-03-07 00:45:46.497000+00:00,MIT,Permissive
covid,0.0.1,2020-03-10 12:51:02.152000+00:00,MIT,Permissive
handyspark,0.0.1.dev1,2018-10-28 19:25:22.606000+00:00,MIT,Permissive
certbot-apache,0.6.0,2016-05-12 20:38:45.174000+00:00,Apache-2.0,Permissive
data-science-types,0.1.6,2020-01-06 16:30:53.256000+00:00,GPL-3.0-only,Strong Copyleft
data-science-types,0.2.18,2020-09-17 09:47:06.232000+00:00,Apache-2.0,Permissive
scooby,0.1.1,2019-06-26 04:30:33.174000+00:00,MIT,Permissive
